"DayOfWeek","Area ID","Reporting District","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay","InjuryStatus","AtIntersection ","CollisionType"
1,20,2045,30,"M","O",101,232004247,1,10,0,"0 - No Injury","No","Veh vs Parked Veh"
1,12,1265,43,"M","H",101,231204423,1,23,1,"0 - No Injury","Unknown","Veh vs Veh"
6,9,943,50,"M","H",101,230904232,1,13,0,"0 - No Injury","No","Veh vs Veh"
7,6,677,31,"M","A",101,230616521,10,23,2,"1 - Injury","No","Veh vs Veh"
4,7,773,61,"M","H",101,230710018,5,7,0,"0 - No Injury","No","Veh vs Veh"
6,7,719,75,"F","W",101,230710109,5,12,0,"1 - Injury","Yes","Veh vs Veh"
4,5,564,60,"F","B",101,230514833,10,3,0,"0 - No Injury","No","Veh vs Parked Veh"
4,5,564,38,"F","H",101,230514831,10,16,0,"1 - Injury","Yes","Veh vs Veh"
3,6,679,42,"M","H",101,230613881,8,8,0,"0 - No Injury","Yes","Veh vs Parked Veh"
4,1,127,60,"M","B",101,230104702,1,10,0,"0 - No Injury","Yes","Veh vs Veh"
3,11,1116,25,"M","H",101,231104362,1,16,0,"0 - No Injury","No","Veh vs Veh"
2,8,831,24,"M","O",101,230804300,1,12,0,"0 - No Injury","No","Veh vs Parked Veh"
3,20,2033,31,"F","H",101,232004127,1,5,1,"1 - Injury","Yes","Veh vs Ped"
6,12,1257,27,"M","H",101,231204304,1,3,5,"0 - No Injury","Yes","Veh vs Veh"
5,6,636,20,"M","W",101,230604333,1,1,4,"0 - No Injury","Yes","Veh vs Veh"
1,16,1602,17,"F","H",101,231604015,1,11,0,"1 - Injury","No","Veh vs Ped"
7,8,836,84,"F","W",101,230815559,10,1,1,"1 - Injury","No","Veh vs Veh"
4,13,1321,50,"F","B",101,231304583,1,22,1,"0 - No Injury","Yes","Veh vs Parked Veh"
2,9,952,29,"M","H",101,230915348,10,21,1,"1 - Injury","Unknown","Veh vs Parked Veh"
4,9,906,36,"M","H",101,230915388,10,2,0,"0 - No Injury","No","Veh vs Parked Veh"
4,9,923,48,"M","H",101,230915395,10,4,0,"0 - No Injury","No","Veh vs Parked Veh"
4,9,923,35,"M","H",101,230915397,10,4,0,"0 - No Injury","No","Veh vs Parked Veh"
4,9,919,50,"F","H",101,230915454,10,21,1,"1 - Injury","No","Veh vs Veh"
6,9,946,42,"F","H",101,230915530,10,22,1,"0 - No Injury","Yes","Veh vs Parked Veh"
3,10,1029,44,"M","O",101,231014841,10,16,0,"0 - No Injury","No","Veh vs Veh"
4,10,1029,45,"M","X",101,231014877,10,15,0,"0 - No Injury","No","Veh vs Veh"
5,10,1005,91,"F","O",101,231014933,10,19,1,"1 - Injury","No","Veh vs Veh"
4,11,1144,25,"M","O",102,231114417,10,20,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
4,11,1126,25,"M","O",102,231114420,10,22,1,"0 - No Injury","Yes","Veh vs Fixed Object"
4,11,1129,50,"M","H",101,231114690,10,10,1,"1 - Injury","Yes","Veh vs Veh"
6,9,923,31,"F","H",101,230915219,10,17,0,"1 - Injury","No","Veh vs Veh"
4,7,739,60,"M","B",101,230715947,10,10,0,"1 - Injury","No","Veh vs Bike"
3,11,1151,51,"M","O",101,231114635,10,12,0,"1 - Injury","No","Veh vs Bike"
3,11,1151,45,"F","O",101,231114724,10,15,2,"1 - Injury","No","Veh vs Bike"
5,12,1211,18,"M","H",101,231221209,10,18,1,"1 - Injury","Unknown","Veh vs Veh"
5,12,1215,40,"F","H",101,231221314,10,8,2,"1 - Injury","Yes","Veh vs Veh"
7,12,1231,27,"M","B",101,231221316,10,20,1,"0 - No Injury","Unknown","Veh vs Veh"
1,12,1249,50,"F","B",101,231221389,10,22,1,"1 - Injury","Yes","Veh vs Veh"
6,12,1243,29,"F","H",101,231221661,10,21,1,"1 - Injury","Unknown","Veh vs Veh"
5,13,1351,13,"M","H",101,231319235,10,16,1,"1 - Injury","No","Veh vs Bike"
5,13,1303,34,"M","H",101,231319237,10,18,1,"0 - No Injury","Yes","Veh vs Fixed Object"
6,13,1361,29,"M","H",101,231319263,10,10,0,"1 - Injury","No","Veh vs Bike"
6,13,1313,51,"M","H",101,231319281,10,10,1,"0 - No Injury","Yes","Veh vs Veh"
6,15,1525,45,"M","O",101,231514932,9,14,0,"1 - Injury","No","Veh vs Fixed Object"
1,15,1513,27,"M","H",101,231516133,10,4,1,"1 - Injury","Yes","Veh vs Fixed Object"
4,15,1515,99,"M","H",101,231516306,10,14,0,"1 - Injury","No","Veh vs Parked Veh"
5,15,1569,40,"M","H",101,231516346,10,12,0,"0 - No Injury","No","Veh vs Parked Veh"
1,16,1601,29,"M","H",101,231613022,10,0,0,"1 - Injury","Yes","Veh vs Veh"
1,13,1395,99,"M","O",101,231318619,10,14,1,"0 - No Injury","Yes","Veh vs Fixed Object"
4,13,1347,27,"M","H",101,231319173,10,18,1,"1 - Injury","Yes","Veh vs Veh"
6,13,1346,64,"M","H",101,231319282,10,7,1,"1 - Injury","Yes","Veh vs Bike"
2,14,1494,47,"M","H",101,231418802,10,12,0,"1 - Injury","Yes","Veh vs Veh"
6,13,1373,36,"M","H",101,231319252,10,7,0,"1 - Injury","Yes","Veh vs Veh"
2,13,1361,20,"F","H",101,231319247,10,18,11,"1 - Injury","No","Veh vs Veh"
1,16,1601,28,"F","H",101,231613023,10,0,0,"0 - No Injury","No","Veh vs Veh"
1,16,1651,99,"F","O",101,231613041,10,20,0,"0 - No Injury","No","Veh vs Veh"
2,16,1636,23,"M","W",101,231613053,10,7,0,"0 - No Injury","No","Veh vs Fixed Object"
1,16,1673,65,"M","O",101,231613034,10,12,0,"0 - No Injury","No","Veh vs Veh"
5,16,1663,56,"M","A",101,231613159,10,19,1,"0 - No Injury","No","Veh vs Veh"
3,17,1767,54,"F","H",101,231715670,9,5,0,"0 - No Injury","No","Veh vs Parked Veh"
2,17,1701,46,"M","H",101,231716511,10,11,0,"0 - No Injury","No","Veh vs Fixed Object"
2,17,1715,50,"M","H",101,231716516,10,22,1,"0 - No Injury","No","Veh vs Other Object"
3,17,1721,31,"F","W",101,231716524,10,0,0,"1 - Injury","Yes","Veh vs Veh"
5,17,1743,78,"F","H",108,231716657,10,17,0,"0 - No Injury","No","Veh vs Parked Veh"
6,17,1781,99,"M","O",101,231716693,10,8,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
4,18,1827,34,"F","B",101,231815716,8,13,0,"0 - No Injury","Unknown","Veh vs Veh"
6,16,1622,78,"F","H",101,231613174,10,3,0,"0 - No Injury","Yes","Veh vs Parked Veh"
7,16,1617,42,"M","H",101,231613201,10,6,0,"0 - No Injury","No","Veh vs Fixed Object"
6,17,1766,35,"F","O",101,231716674,10,7,0,"1 - Injury","No","Veh vs Veh"
5,17,1735,43,"F","O",101,231716682,10,5,1,"1 - Injury","Yes","Veh vs Veh"
4,16,1617,34,"M","H",101,231613132,10,20,1,"0 - No Injury","No","Veh vs Veh"
2,19,1987,54,"M","H",101,231915397,10,23,1,"0 - No Injury","Yes","Veh vs Veh"
1,18,1834,18,"M","H",101,231817629,10,23,1,"1 - Injury","No","Veh vs Veh"
4,18,1871,22,"M","O",101,231817691,10,1,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
6,18,1806,40,"M","O",101,231817821,10,19,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
1,18,1838,47,"F","H",101,231817896,10,4,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
3,18,1864,40,"M","H",101,231818059,10,1,1,"1 - Injury","Yes","Veh vs Veh"
2,19,1981,22,"M","W",101,231915368,10,13,0,"0 - No Injury","No","Veh vs Veh"
4,19,1916,29,"M","A",101,231915483,10,11,0,"0 - No Injury","Yes","Veh vs Veh"
7,19,1981,22,"M","O",101,231915584,10,1,0,"1 - Injury","Yes","Veh vs Ped"
3,9,914,50,"M","B",101,240908322,12,18,140,"0 - No Injury","No","Veh vs Veh"
4,20,2013,55,"F","A",108,232004357,1,12,0,"1 - Injury","No","Veh vs Ped"
4,20,2071,29,"M","A",101,232016730,9,18,20,"1 - Injury","Yes","Veh vs Veh"
4,20,2033,47,"M","B",101,232016761,10,9,0,"1 - Injury","Yes","Veh vs M/C"
7,21,2187,41,"M","H",101,232115246,10,13,0,"1 - Injury","Yes","Veh vs M/C"
2,21,2187,99,"M","O",101,232115349,10,20,1,"0 - No Injury","Unknown","Veh vs Fixed Object"
2,21,2146,30,"M","H",101,232115362,10,18,1,"1 - Injury","Unknown","Veh vs Ped"
4,21,2158,39,"F","B",101,232115418,10,13,0,"1 - Injury","Yes","Veh vs Veh"
5,21,2185,54,"F","H",101,232115457,10,16,0,"1 - Injury","Unknown","Veh vs Veh"
7,21,2157,53,"M","H",101,232115520,10,9,0,"0 - No Injury","Yes","Veh vs Veh"
1,20,2001,33,"F","C",101,232016718,9,8,23,"0 - No Injury","No","Veh vs Veh"
4,15,1591,56,"M","W",101,231516301,10,7,0,"0 - No Injury","No","Veh vs Fixed Object"
2,17,1738,67,"M","W",101,231716755,10,12,0,"0 - No Injury","No","Veh vs Veh"
5,13,1317,60,"M","B",101,231319617,10,16,0,"0 - No Injury","No","Veh vs Veh"
2,11,1177,44,"M","H",101,231114864,10,10,0,"0 - No Injury","No","Veh vs Veh"
4,14,1474,63,"F","B",101,231419304,10,13,0,"0 - No Injury","No","Veh vs Veh"
6,13,1325,30,"F","H",101,231319274,10,19,0,"0 - No Injury","No","Veh vs Veh"
5,7,785,49,"M","W",101,230716028,10,20,1,"1 - Injury","No","Veh vs Veh"
3,1,111,99,"M","O",108,230122682,10,13,2,"0 - No Injury","No","Veh vs Parked Veh"
6,8,849,36,"M","O",103,230815841,10,8,0,"1 - Injury","No","Veh vs Ped"
5,2,237,49,"M","H",101,230219775,10,10,0,"0 - No Injury","No","Veh vs Veh"
5,13,1317,67,"M","H",101,231319195,10,11,0,"1 - Injury","No","Veh vs Veh"
5,10,1006,43,"M","H",101,231014932,10,22,1,"0 - No Injury","No","Veh vs Parked Veh"
4,13,1394,22,"X","X",101,231319534,10,14,0,"0 - No Injury","No","Veh vs Veh"
3,13,1309,46,"F","H",101,231319476,10,17,0,"1 - Injury","No","Veh vs Veh"
1,2,241,45,"M","H",101,230219537,10,7,0,"0 - No Injury","No","Veh vs Fixed Object"
2,4,467,45,"M","H",101,230413679,10,11,0,"0 - No Injury","No","Veh vs Veh"
6,3,393,99,"M","W",101,230318460,10,23,1,"0 - No Injury","Unknown","Veh vs Fixed Object"
3,14,1438,57,"M","B",101,231419235,10,0,0,"1 - Injury","No","Veh vs Ped"
7,7,767,88,"M","A",101,230716204,10,5,3,"1 - Injury","No","Veh vs Veh"
6,12,1263,63,"F","B",101,231221669,10,19,1,"1 - Injury","Unknown","Veh vs Ped"
1,8,807,34,"M","H",101,230815935,10,19,0,"0 - No Injury","No","Veh vs Fixed Object"
5,6,656,30,"M","B",101,230617060,10,22,1,"1 - Injury","No","Veh vs Ped"
3,11,1142,63,"M","W",101,231114917,10,13,0,"1 - Injury","Yes","Veh vs Veh"
7,1,185,37,"F","B",101,230122401,10,14,0,"0 - No Injury","No","Veh vs Parked Veh"
3,1,128,26,"F","H",101,230122577,10,21,1,"1 - Injury","Yes","Veh vs Veh"
4,15,1538,45,"M","H",101,231516645,10,12,0,"0 - No Injury","No","Veh vs Parked Veh"
4,16,1601,22,"M","O",101,231613356,10,21,0,"0 - No Injury","No","Veh vs Parked Veh"
5,6,676,22,"M","H",101,230616754,10,15,1,"1 - Injury","No","Veh vs Veh"
5,13,1395,58,"M","W",101,231319616,10,15,0,"0 - No Injury","No","Veh vs Fixed Object"
5,21,2104,57,"F","H",101,232115458,10,20,0,"0 - No Injury","No","Veh vs Veh"
4,2,275,49,"F","H",101,230219370,10,15,0,"1 - Injury","Yes","Veh vs Veh"
4,2,219,40,"M","H",101,230204454,1,18,1,"1 - Injury","No","Veh vs Bike"
5,2,251,22,"F","H",101,230204474,1,22,1,"0 - No Injury","No","Veh vs Parked Veh"
7,3,361,39,"F","B",101,230304479,1,0,4,"1 - Injury","Unknown","Veh vs M/C"
6,2,215,23,"M","W",101,230204510,1,23,1,"0 - No Injury","No","Veh vs Parked Veh"
6,5,584,23,"F","W",101,230504519,1,10,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
5,19,1983,20,"M","H",101,231915508,10,9,0,"1 - Injury","No","Veh vs Veh"
4,10,1039,53,"M","B",101,231015190,10,19,0,"0 - No Injury","No","Veh vs Fixed Object"
2,9,926,65,"F","W",101,230904313,1,19,1,"1 - Injury","Yes","Veh vs Ped"
6,3,328,32,"M","B",101,230304580,1,0,0,"0 - No Injury","Unknown","Veh vs Veh"
4,6,646,50,"M","O",101,230604453,1,23,1,"0 - No Injury","No","Veh vs Parked Veh"
7,6,646,42,"F","W",101,230604518,1,0,0,"1 - Injury","Yes","Veh vs Ped"
1,8,847,23,"F","H",101,230804288,1,13,2,"0 - No Injury","No","Veh vs Parked Veh"
5,8,806,60,"M","W",101,230804439,1,16,1,"1 - Injury","No","Veh vs Veh"
7,6,638,29,"M","B",101,230604450,1,12,5,"1 - Injury","Yes","Veh vs Bike"
4,8,813,60,"M","W",101,230804240,1,6,4,"1 - Injury","No","Veh vs Veh"
7,5,558,51,"M","H",101,230504270,1,9,0,"0 - No Injury","Unknown","Veh vs Veh"
1,10,1035,22,"F","B",101,231004273,1,3,0,"1 - Injury","Yes","Veh vs Veh"
4,13,1321,34,"F","H",102,231319535,10,9,0,"1 - Injury","No","Veh vs Ped"
6,10,1067,33,"F","O",101,231004476,1,10,0,"0 - No Injury","No","Veh vs Parked Veh"
2,15,1501,50,"M","W",101,231516181,10,14,0,"1 - Injury","Unknown","Veh vs Fixed Object"
3,12,1203,20,"M","H",101,231204536,1,15,0,"1 - Injury","Yes","Veh vs Veh"
4,12,1257,99,"M","W",108,231204579,1,9,0,"0 - No Injury","Unknown","Unknown"
5,17,1727,47,"M","O",101,231716813,10,21,0,"1 - Injury","Yes","Veh vs Veh"
5,12,1258,30,"F","H",101,231204725,1,17,1,"0 - No Injury","Unknown","Veh vs Veh"
6,12,1235,29,"M","O",101,231204741,1,18,1,"0 - No Injury","Unknown","Unknown"
6,12,1235,40,"M","H",101,231204742,1,18,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
2,1,154,99,"M","O",101,230104992,1,10,0,"0 - No Injury","No","Veh vs Veh"
3,7,762,61,"M","H",101,230716216,10,11,0,"0 - No Injury","No","Veh vs Parked Veh"
4,13,1383,47,"M","H",101,231304560,1,15,0,"0 - No Injury","No","Veh vs Parked Veh"
1,13,1313,24,"F","H",101,231304398,1,13,0,"0 - No Injury","Yes","Veh vs Veh"
2,13,1383,45,"M","H",101,231304428,1,0,0,"0 - No Injury","No","Veh vs Parked Veh"
2,13,1383,68,"M","H",101,231304445,1,12,0,"0 - No Injury","No","Veh vs Veh"
2,13,1351,99,"M","O",101,231304446,1,12,0,"0 - No Injury","No","Veh vs Veh"
2,13,1346,29,"M","H",101,231304475,1,16,0,"0 - No Injury","Yes","Veh vs Veh"
2,13,1353,61,"F","B",101,231304493,1,13,1,"1 - Injury","Yes","Veh vs Ped"
4,13,1309,64,"M","B",101,231304540,1,10,0,"0 - No Injury","Yes","Veh vs Veh"
4,13,1321,25,"M","H",101,231304544,1,11,0,"1 - Injury","Yes","Veh vs Veh"
4,13,1313,48,"M","A",101,231304562,1,17,0,"0 - No Injury","No","Veh vs Veh"
1,11,1139,27,"F","B",101,231114801,10,23,0,"1 - Injury","No","Veh vs Veh"
4,13,1317,24,"F","A",101,231304568,1,19,0,"0 - No Injury","Yes","Veh vs Train"
5,13,1341,66,"M","B",101,231304594,1,0,0,"0 - No Injury","Yes","Veh vs Veh"
7,13,1383,99,"M","O",101,231304680,1,9,0,"0 - No Injury","Yes","Veh vs Fixed Object"
6,13,1321,43,"M","W",108,231304673,1,20,1,"0 - No Injury","No","Veh vs Fixed Object"
4,13,1375,70,"F","H",101,231304628,1,22,2,"0 - No Injury","No","Veh vs Parked Veh"
4,13,1375,13,"M","B",101,231304612,1,15,1,"1 - Injury","No","Veh vs Veh"
6,17,1713,73,"M","A",101,231704453,1,20,1,"1 - Injury","No","Veh vs Ped"
3,17,1782,54,"M","W",101,231704109,1,19,0,"1 - Injury","Yes","Veh vs Bike"
5,17,1767,31,"F","W",101,231716865,10,16,0,"1 - Injury","Yes","Veh vs Ped"
6,18,1824,29,"M","B",101,231817505,10,21,1,"0 - No Injury","Unknown","Veh vs Fixed Object"
3,10,1031,66,"M","W",101,231014842,10,21,1,"1 - Injury","Yes","Veh vs M/C"
7,10,1045,54,"M","H",101,231014982,10,11,0,"1 - Injury","No","Veh vs M/C"
3,8,835,70,"F","B",101,230816022,10,6,0,"1 - Injury","No","Veh vs Ped"
4,16,1636,42,"M","H",101,231604387,1,22,1,"1 - Injury","No","Veh vs Veh"
1,16,1684,63,"M","W",101,231604018,1,21,1,"1 - Injury","No","Veh vs Ped"
4,19,1985,50,"M","H",101,231904422,1,6,0,"1 - Injury","Yes","Veh vs Veh"
7,4,473,25,"M","H",101,230413596,10,9,0,"0 - No Injury","No","Veh vs Parked Veh"
1,20,2002,22,"M","H",101,232004273,1,12,0,"1 - Injury","No","Veh vs Parked Veh"
6,19,1995,72,"F","A",101,231904494,1,8,0,"0 - No Injury","No","Veh vs Veh"
6,19,1959,26,"M","W",101,231904522,1,19,0,"1 - Injury","No","Veh vs M/C"
7,10,1007,66,"F","O",101,231014976,10,7,0,"0 - No Injury","No","Veh vs Veh"
1,8,823,42,"M","O",101,230815934,10,15,0,"1 - Injury","No","Veh vs Veh"
3,18,1832,99,"M","W",101,231804891,1,7,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
6,16,1672,28,"M","H",101,231604170,1,6,0,"0 - No Injury","No","Veh vs Veh"
1,20,2038,22,"M","H",101,232004076,1,18,2,"0 - No Injury","No","Veh vs Parked Veh"
5,12,1245,45,"M","W",101,231205043,1,3,1,"1 - Injury","Unknown","Veh vs Ped"
4,20,2036,28,"F","H",101,232004363,1,16,0,"1 - Injury","No","Veh vs Veh"
7,20,2063,66,"F","A",101,232004534,1,17,1,"1 - Injury","Yes","Veh vs Veh"
3,7,713,49,"F","O",101,230704742,1,0,8,"0 - No Injury","No","Veh vs Parked Veh"
5,21,2128,41,"M","H",101,232104385,1,7,0,"0 - No Injury","No","Veh vs Veh"
6,19,1962,19,"M","H",101,231904517,1,13,0,"1 - Injury","No","Veh vs Veh"
6,9,941,43,"M","W",101,230904702,1,21,7,"1 - Injury","No","Veh vs Veh"
2,18,1844,50,"M","B",102,231804872,1,22,1,"0 - No Injury","Unknown","Veh vs Fixed Object"
1,1,161,33,"M","B",101,230122452,10,21,1,"1 - Injury","Yes","Veh vs Veh"
7,14,1454,58,"M","H",101,231404434,1,12,0,"1 - Injury","Yes","Veh vs Veh"
1,12,1269,33,"M","H",101,231221760,10,18,1,"0 - No Injury","No","Veh vs Veh"
3,3,378,22,"M","B",101,230304796,1,9,1,"1 - Injury","Unknown","Veh vs Other Object"
4,3,397,35,"F","B",101,230318671,10,15,0,"1 - Injury","Yes","Veh vs Veh"
4,2,235,21,"M","H",101,230204707,1,14,0,"0 - No Injury","No","Veh vs Veh"
4,3,329,38,"M","H",101,230317889,10,0,0,"1 - Injury","Unknown","Veh vs Ped"
2,13,1395,73,"M","H",101,231304767,1,10,0,"1 - Injury","Yes","Veh vs Veh"
4,13,1331,99,"M","W",101,231304865,1,12,0,"0 - No Injury","Yes","Veh vs Fixed Object"
2,2,212,26,"M","H",101,230204602,1,19,1,"0 - No Injury","No","Veh vs Parked Veh"
2,3,393,99,"M","O",101,230304726,1,13,0,"0 - No Injury","No","Veh vs Parked Veh"
7,7,753,36,"M","B",101,230704589,1,19,1,"0 - No Injury","No","Veh vs Parked Veh"
6,13,1352,38,"M","A",101,231304802,1,23,4,"1 - Injury","Yes","Veh vs Veh"
2,4,451,16,"M","H",101,230413662,10,8,0,"1 - Injury","Yes","Veh vs Bike"
6,19,1963,37,"F","H",101,231915557,10,14,0,"1 - Injury","Yes","Veh vs Veh"
3,18,1801,42,"M","H",101,231804911,1,19,1,"0 - No Injury","Unknown","Veh vs Veh"
2,4,491,36,"M","H",101,230413658,10,11,0,"0 - No Injury","No","Veh vs Veh"
4,20,2058,40,"M","H",101,232016770,10,12,0,"1 - Injury","No","Veh vs Ped"
3,6,676,63,"M","W",101,230604644,1,11,0,"0 - No Injury","No","Veh vs Veh"
7,20,2025,61,"F","B",101,232016909,10,16,0,"0 - No Injury","No","Veh vs Veh"
3,8,852,70,"M","B",101,230804657,1,16,0,"1 - Injury","No","Veh vs Veh"
2,9,932,77,"M","W",108,230904569,1,9,1,"0 - No Injury","No","Veh vs Veh"
5,15,1512,46,"M","O",101,231504446,1,23,1,"1 - Injury","No","Veh vs Ped"
6,5,559,55,"M","H",101,230504761,1,2,0,"1 - Injury","Unknown","Veh vs Veh"
3,5,559,29,"M","H",108,230504692,1,14,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
5,13,1385,17,"M","H",101,231319637,10,19,1,"1 - Injury","Yes","Veh vs Veh"
2,3,321,57,"M","O",101,230304738,1,19,0,"1 - Injury","Unknown","Veh vs Veh"
3,12,1208,25,"M","H",101,231204899,1,6,0,"1 - Injury","Yes","Veh vs Veh"
5,13,1362,21,"M","H",101,231304926,1,7,0,"0 - No Injury","No","Veh vs Fixed Object"
4,12,1253,40,"M","B",101,231204960,1,13,0,"0 - No Injury","Unknown","Veh vs Veh"
1,5,504,20,"M","H",101,230504595,1,19,0,"1 - Injury","Unknown","Veh vs Veh"
1,6,645,37,"F","O",101,230604591,1,22,1,"1 - Injury","Yes","Veh vs Ped"
6,14,1403,29,"M","A",101,231404429,1,21,1,"1 - Injury","Yes","Veh vs M/C"
3,7,779,30,"F","O",101,230704748,1,14,8,"0 - No Injury","No","Veh vs Veh"
1,8,827,31,"F","H",101,230804543,1,9,0,"0 - No Injury","Yes","Veh vs Veh"
3,18,1834,40,"M","H",101,231804910,1,18,1,"1 - Injury","Unknown","Veh vs Veh"
3,4,411,56,"M","H",101,230413698,10,7,0,"0 - No Injury","No","Veh vs Veh"
4,13,1341,63,"M","H",101,231304845,1,6,0,"1 - Injury","Yes","Veh vs Veh"
2,20,2031,60,"M","B",101,232016332,10,1,0,"1 - Injury","Yes","Veh vs Veh"
5,13,1307,28,"M","H",101,231304953,1,21,0,"1 - Injury","Yes","Veh vs Veh"
4,7,735,24,"M","B",101,230715936,10,3,0,"1 - Injury","No","Veh vs Veh"
3,3,361,57,"F","B",101,230304768,1,19,0,"0 - No Injury","Unknown","Veh vs Veh"
4,6,669,38,"M","B",101,230617017,10,20,0,"1 - Injury","No","Veh vs Veh"
2,7,735,22,"M","B",101,230704671,1,19,0,"1 - Injury","No","Veh vs Ped"
6,12,1211,58,"M","H",101,231205095,1,21,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
5,21,2139,30,"M","H",101,232115487,10,10,1,"1 - Injury","No","Veh vs Veh"
6,14,1494,23,"M","H",101,231416261,8,0,0,"0 - No Injury","No","Veh vs Veh"
7,3,356,99,"M","W",101,230304666,1,19,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
4,7,711,36,"M","W",101,230704767,1,11,0,"0 - No Injury","No","Veh vs Veh"
4,3,312,40,"M","H",101,230304863,1,23,1,"0 - No Injury","No","Veh vs Parked Veh"
3,12,1259,38,"M","H",101,231204901,1,8,0,"0 - No Injury","Unknown","Unknown"
7,6,657,40,"M","B",101,230616777,10,7,0,"1 - Injury","Yes","Veh vs M/C"
3,7,733,48,"M","B",101,230716235,10,22,1,"0 - No Injury","No","Veh vs Veh"
2,17,1781,26,"M","H",101,231704520,1,17,1,"1 - Injury","No","Veh vs M/C"
3,14,1407,53,"F","B",101,231404609,1,18,1,"1 - Injury","No","Veh vs Veh"
2,20,2011,37,"M","F",101,232004623,1,20,16,"0 - No Injury","No","Veh vs Veh"
6,8,885,26,"F","H",101,230804822,1,11,1,"1 - Injury","No","Veh vs Veh"
1,3,321,99,"M","O",102,230304680,1,6,0,"0 - No Injury","No","Veh vs Fixed Object"
1,8,858,63,"M","W",101,230804562,1,17,0,"1 - Injury","No","Veh vs Ped"
7,7,717,27,"M","H",101,230716166,10,23,2,"1 - Injury","Yes","Veh vs M/C"
3,16,1689,99,"X","X",101,231613300,10,12,0,"1 - Injury","No","Veh vs Veh"
7,14,1474,55,"M","W",101,231419210,10,2,16,"0 - No Injury","No","Veh vs Parked Veh"
4,13,1372,21,"M","H",101,231319536,10,7,0,"0 - No Injury","Yes","Veh vs Fixed Object"
5,5,507,27,"M","A",101,230515087,10,19,1,"0 - No Injury","Yes","Veh vs Veh"
1,13,1323,30,"F","B",101,231304755,1,20,1,"0 - No Injury","Yes","Veh vs Parked Veh"
2,12,1203,23,"M","H",101,231204895,1,11,1,"0 - No Injury","Unknown","Veh vs Veh"
6,8,884,65,"F","O",101,230816021,10,16,4,"0 - No Injury","No","Veh vs Parked Veh"
2,6,645,21,"F","O",101,230604602,1,16,7,"1 - Injury","No","Veh vs Veh"
3,13,1363,27,"M","H",101,231304825,1,16,0,"1 - Injury","Yes","Veh vs Veh"
6,3,321,56,"F","H",101,230304946,1,10,0,"0 - No Injury","Unknown","Veh vs Veh"
7,20,2055,34,"M","H",101,232004486,1,21,1,"1 - Injury","Yes","Veh vs Veh"
5,20,2046,43,"M","B",101,232004654,1,19,14,"1 - Injury","No","Veh vs Veh"
2,20,2035,65,"M","A",101,232016960,10,17,0,"1 - Injury","No","Veh vs Parked Veh"
1,15,1502,23,"M","W",101,231516393,10,3,0,"1 - Injury","No","Veh vs Veh"
1,7,711,30,"M","B",101,230704749,1,2,3,"1 - Injury","No","Veh vs Ped"
2,1,111,47,"M","H",101,230122496,10,13,0,"0 - No Injury","No","Unknown"
1,12,1257,42,"F","H",101,231204788,1,1,0,"1 - Injury","Unknown","Veh vs Fixed Object"
3,19,1999,42,"M","H",101,231904622,1,0,0,"1 - Injury","Yes","Veh vs M/C"
6,2,215,58,"F","W",101,230204512,1,23,1,"1 - Injury","No","Veh vs Parked Veh"
3,20,2039,22,"M","O",101,232004584,1,5,0,"0 - No Injury","No","Veh vs Fixed Object"
3,18,1823,37,"F","H",101,231804904,1,19,0,"1 - Injury","Unknown","Veh vs Veh"
4,19,1959,75,"M","H",101,231904680,1,7,0,"1 - Injury","No","Veh vs Ped"
4,6,638,64,"M","B",101,230604697,1,23,1,"1 - Injury","No","Veh vs Ped"
7,15,1505,48,"M","O",101,231504515,1,21,1,"0 - No Injury","No","Veh vs Parked Veh"
3,7,719,26,"M","B",101,230704686,1,8,0,"1 - Injury","No","Veh vs Bike"
4,6,657,34,"M","H",101,230604417,1,2,0,"1 - Injury","No","Veh vs Ped"
2,12,1253,50,"M","H",101,231221768,10,1,0,"0 - No Injury","No","Veh vs Parked Veh"
2,3,325,20,"M","W",101,230304716,1,0,0,"1 - Injury","Unknown","Veh vs Bike"
1,12,1255,19,"F","B",101,231221725,10,0,0,"1 - Injury","Yes","Veh vs Veh"
7,14,1432,35,"F","B",101,231418740,10,21,0,"0 - No Injury","No","Veh vs Veh"
7,13,1303,51,"M","A",101,231319519,10,8,4,"0 - No Injury","No","Veh vs Veh"
5,9,905,46,"F","H",101,230915706,10,12,0,"0 - No Injury","No","Veh vs Veh"
5,17,1763,40,"F","A",101,231716862,10,16,0,"1 - Injury","Yes","Veh vs Veh"
5,13,1343,26,"M","H",101,231304957,1,22,1,"1 - Injury","Yes","Veh vs Veh"
7,7,765,33,"F","B",101,230704654,1,22,9,"1 - Injury","Yes","Veh vs Veh"
